decision_ts,spot_trade_count,spot_quote_volume,spot_taker_buy_base,spot_taker_buy_quote,spot_taker_imbalance,perp_trade_count,perp_quote_volume,perp_taker_buy_base,perp_taker_buy_quote,perp_taker_imbalance,spot_perp_basis,spot_perp_return_divergence
2024-01-01 07:30:00+00:00,7513.0,6994927.0752202,85.57134,3633296.0476154,0.03883743419899033,13171.0,42194490.0248,455.951,19376116.5607,-0.08158072064330679,0.0008751644432550875,0.00021137214465660747
2024-01-01 07:45:00+00:00,5914.0,5550877.8281842,39.9431,1697058.4047291,-0.3885441340061917,10056.0,35606889.0566,307.074,13055887.8535,-0.26666506401350476,0.0006754424192511608,-0.00019972202400531103
2024-01-01 08:00:00+00:00,5474.0,4882677.8482273,65.9571,2800734.7522828,0.14721259085304284,7835.0,29183118.9171,367.008,15597743.3333,0.06895656887176793,0.0008125199078009194,0.00013707748855118496
2024-01-01 08:15:00+00:00,7379.0,5829179.8925725,59.35209,2521904.8767902,-0.13473081178929014,14240.0,55527855.77049,614.48,26134285.96789,-0.058696374810174534,0.0008844878764409667,7.19679686387309e-05
2024-01-01 08:30:00+00:00,5488.0,3973324.7025918,42.48866,1806200.8685447,-0.09083651413310623,9706.0,27584214.0169,261.999,11148127.1202,-0.19170239084065355,0.000891744831857503,7.256955417034305e-06
2024-01-01 08:45:00+00:00,5788.0,3803578.5537709,41.28852,1754129.3290125,-0.07764264404454524,10268.0,28218442.6167,313.386,13325138.8822,-0.055572338757346684,0.0008818758627410189,-9.868969117476922e-06
2024-01-01 09:00:00+00:00,6391.0,4551948.9224125,59.53723,2532183.3489745,0.11257107324150772,13195.0,44960572.7925,601.227,25595456.5263,0.13857341828926395,0.0008975995981458573,1.572373540525973e-05
2024-01-01 09:15:00+00:00,7193.0,6441551.6474349,80.72369,3435237.4382392,0.06658694248214281,12421.0,41875743.2502,560.638,23880661.495,0.14054866333081484,0.0008161230291157766,-8.147656902934841e-05
2024-01-01 09:30:00+00:00,12050.0,9803471.5442498,139.3787,5939399.1274085,0.21169304171484815,19029.0,75960729.78792,968.779,41326327.04292,0.08809715647287297,0.0008189092675997515,2.786238484375758e-06
2024-01-01 09:45:00+00:00,12132.0,14423954.1220385,172.98037,7380032.1557267,0.023302222578575282,21479.0,82033011.5831,876.242,37411002.1558,-0.08790372476079589,0.0008481587751470194,2.924950754668032e-05
2024-01-01 10:00:00+00:00,8310.0,6826931.8382714,67.74945,2889128.0966858,-0.15360862972455402,13206.0,46723986.6554,427.52,18249366.9146,-0.21884375795270983,0.0009165853002113595,6.842652506477975e-05
2024-01-01 10:15:00+00:00,7104.0,6971849.26152,77.30276,3298033.8456735,-0.053899841502177304,14825.0,49802941.9672,576.103,24603429.2573,-0.01196884017399169,0.0008605575270660497,-5.6027773146283266e-05
2024-01-01 10:30:00+00:00,10324.0,10465364.9533436,122.24178,5215332.5706323,-0.0033156810329785236,18964.0,70707250.3256,769.838,32871488.2466,-0.07020883727679983,0.0008733735496613703,1.2816022596950916e-05
2024-01-01 10:45:00+00:00,6985.0,9721199.3829097,172.02512,7345320.3194489,0.511196310274697,13481.0,53318768.7459,780.644,33360971.0473,0.25137814814470283,0.0010249474968207404,0.0001515739471589228
2024-01-01 11:00:00+00:00,8539.0,9416990.6300052,86.69541,3703570.5542518,-0.2134280048126681,20109.0,74277278.2564,779.287,33327178.3884,-0.1026279053102378,0.0008569542592458052,-0.00016799323757510365
2024-01-01 11:15:00+00:00,13650.0,11842947.2692807,148.79613,6359565.661765,0.07398361525445818,18139.0,78263809.75689,987.804,42257200.54789,0.07986566662555972,0.0008156847919677615,-4.126946727822656e-05
2024-01-01 11:30:00+00:00,10123.0,8044733.1167369,87.60556,3738962.9532765,-0.07045693150524401,16705.0,66504343.8474,629.766,26899309.8443,-0.19105104153729247,0.0007939473062761252,-2.1737485692341352e-05
2024-01-01 11:45:00+00:00,8703.0,7841923.1151793,82.82593,3531559.5361305,-0.09931288938689031,20694.0,69187429.24088,563.629,24051581.353,-0.3047412913908669,0.000924051332650911,0.00013010402637547713
2024-01-01 12:00:00+00:00,7325.0,5786938.3155892,82.26555,3508910.9496548,0.2127003117355808,11923.0,40862793.7833,536.483,22903034.3587,0.12097251500508621,0.0008756957540464487,-4.835557860616291e-05
2024-01-01 12:15:00+00:00,10219.0,6990941.445331,70.05123,2989984.0627074,-0.1446118992444706,18106.0,72657512.3776,786.626,33609700.5503,-0.0748458225315809,0.000995831868556897,0.00012013611451067163
2024-01-01 12:30:00+00:00,6482.0,5663132.5148338,71.31647,3042694.1239569,0.07456222010944646,10990.0,47011973.9139,626.096,26740147.4262,0.13758879706575167,0.0009355068840211095,-6.032498453478752e-05
2024-01-01 12:45:00+00:00,10091.0,11088522.5077189,152.01676,6495759.1840445,0.17161852348186102,22161.0,93257827.33373,1379.008,58995767.94423,0.26521858016505795,0.0007981702826883406,-0.00013733660133219416
2024-01-01 13:00:00+00:00,8986.0,9800093.3350797,69.89452,2984935.2587481,-0.3908353407077373,16384.0,59783680.75468,494.526,21136668.954,-0.29289502796813416,0.0007879960628246551,-1.0174219864822476e-05
2024-01-01 13:15:00+00:00,7862.0,5965664.733714,71.58454,3053699.1670988,0.023758224239893266,14352.0,52028488.9437,688.778,29408731.6082,0.13048570909000157,0.0009952872150080793,0.00020729115218287575
2024-01-01 13:30:00+00:00,7696.0,5728213.784642,70.84778,3026322.9706082,0.056637578269903344,10405.0,26126031.4402,318.385,13611397.5729,0.041979728460113996,0.0008290631675520216,-0.00016622404745625374
2024-01-01 13:45:00+00:00,7404.0,4894033.7088396,63.5165,2712593.827377,0.10853091284496674,9431.0,31133656.9134,405.584,17333954.9435,0.11351872295087984,0.0008498810000006736,2.0817832449893103e-05
2024-01-01 14:00:00+00:00,6700.0,4642743.030892,46.85643,2001984.8353,-0.13758533609155488,9879.0,30425991.2319,359.443,15372257.4287,0.010468800279086699,0.0008976308391790487,4.7749839179545006e-05
2024-01-01 14:15:00+00:00,9928.0,8182677.5065049,88.73012,3784285.4675761,-0.07504958748093271,19573.0,71115278.9896,736.696,31442890.0566,-0.11572054547664079,0.0009213286580344751,2.3697818853918307e-05
2024-01-01 14:30:00+00:00,8064.0,7317698.7048505,92.19814,3929786.4263775,0.07404980305424713,16907.0,62020861.4598,593.178,25299794.0555,-0.1841521236560526,0.0008726610816847622,-4.8667576349359365e-05
2024-01-01 14:45:00+00:00,7808.0,5966029.4046739,70.78922,3018265.420441,0.011817145278041563,12773.0,38966016.7676,515.008,21978100.1984,0.12806501775540235,0.0007182056045597108,-0.0001544554771246709
2024-01-01 15:00:00+00:00,9888.0,8846144.438487,117.76017,5018293.0636113,0.13457181227522508,16462.0,55465752.7738,547.054,23330166.5731,-0.15875417148866966,0.0007825673674703308,6.43617629094706e-05
2024-01-01 15:15:00+00:00,7735.0,6629881.7949477,83.00567,3537860.604729,0.06724696281162235,13622.0,43547368.1696,559.505,23863861.7282,0.0959955896879725,0.0007361886737957207,-4.6378693674853366e-05
2024-01-01 15:30:00+00:00,7764.0,5748863.2097563,71.05123,3032215.1316425,0.054892079010187,14562.0,49161408.3629,632.178,27007291.8844,0.09871921019989505,0.0007447464108099536,8.557737015024713e-06
2024-01-01 15:45:00+00:00,14591.0,13809613.6171203,216.43072,9245206.3109865,0.3389522063853936,31436.0,121120875.07519,1811.609,77498674.82749,0.2796914615978461,0.0009247470318950879,0.00018000062108569637
2024-01-01 16:00:00+00:00,17538.0,14084468.4421086,140.30143,6003627.5763028,-0.14748254774690084,32987.0,135903188.4548,1384.225,59282618.7989,-0.127575747516523,0.0008165788139760137,-0.00010816821792047904
2024-01-01 16:15:00+00:00,11840.0,12510645.7089968,159.99854,6848520.0423292,0.09483078677613133,25952.0,103413638.5898,1406.6,60273365.0976,0.16567535809623757,0.0009393402957198924,0.00012276148174628077
2024-01-01 16:30:00+00:00,12767.0,13497350.3287937,132.99599,5685210.8860346,-0.1575811922275704,33141.0,125975691.5799,1219.348,52163626.6084,-0.17184615612425103,0.0007010151903836737,-0.00023832510533772222
2024-01-01 16:45:00+00:00,8347.0,7453774.8782768,96.20669,4112323.0745088,0.10342025125918664,15621.0,45231176.4621,564.367,24145409.8296,0.06764456369300342,0.0007573882224220694,5.637303203798183e-05
2024-01-01 17:00:00+00:00,7025.0,5830817.90336,60.27481,2576540.9376356,-0.11623344088627008,11030.0,30422626.3192,280.129,11984739.5151,-0.2121167062071614,0.0008083304089844084,5.0942186563318614e-05
2024-01-01 17:15:00+00:00,8180.0,8840146.023983,98.04832,4192542.5114019,-0.051476638501743666,11339.0,32379869.8972,371.197,15883641.5767,-0.01891875247630237,0.0007610913299551447,-4.723907902892677e-05
2024-01-01 17:30:00+00:00,7789.0,7181204.3986257,80.11487,3424328.6771444,-0.04630797647265705,11052.0,25672054.8507,259.937,11119665.9773,-0.13371437993816848,0.0008138296747493224,5.273834479346817e-05
2024-01-01 17:45:00+00:00,6235.0,5641853.2585174,55.64409,2377210.9922006,-0.15729428495440967,12131.0,35313231.6365,376.093,16078007.3299,-0.0894060619882967,0.0008411889236392444,2.735924888952468e-05
2024-01-01 18:00:00+00:00,7667.0,7298975.8392115,96.16418,4114905.7126575,0.12752961601857504,14193.0,52607449.4635,663.159,28400642.3263,0.07971941677213912,0.0008008433798670265,-4.0345543771636017e-05
2024-01-01 18:15:00+00:00,37414.0,37852986.8569469,553.35386,23792431.0084384,0.25709662481083373,73932.0,371601807.18966,5358.01,230548978.58386,0.2408388448239771,0.001028142295110559,0.0002272989152434235
2024-01-01 18:30:00+00:00,28299.0,24611554.3113244,281.35617,12131824.6164216,-0.014135843436800632,59249.0,262370692.02266,2881.773,124402762.31414,-0.051702296814494786,0.0007695053435533913,-0.0002586369515569231
2024-01-01 18:45:00+00:00,14060.0,15504087.1937269,204.95375,8829764.8401483,0.13902414631941795,28012.0,90140759.9163,1101.027,47482544.6964,0.05351995568907597,0.0007178994834429104,-5.160586011143664e-05
2024-01-01 19:00:00+00:00,14197.0,14330396.8351344,153.57181,6623552.6048388,-0.07559397258287026,23592.0,90263903.4282,899.491,38832702.5497,-0.13957404732470302,0.0008555619581204685,0.00013766247468005588
2024-01-01 19:15:00+00:00,11103.0,9771151.6536676,101.42357,4376506.7502578,-0.10419837796395703,20222.0,68899226.7753,883.963,38179941.0968,0.10828358702241059,0.0009282461791868011,7.268422106498917e-05
2024-01-01 19:30:00+00:00,18075.0,20518553.9142338,271.4287,11733283.2049124,0.1436754513945524,35369.0,157624097.67807,2170.002,93915668.61897,0.19164099909117316,0.0008869901500419556,-4.125602914584192e-05
2024-01-01 19:45:00+00:00,21990.0,23906681.5755912,291.52288,12636310.4961379,0.057136303604730765,51600.0,238100106.10176,2727.998,118367312.58356,-0.005734902671804765,0.0007097362352886552,-0.00017725391475131858
2024-01-01 20:00:00+00:00,27247.0,30220376.5105589,379.39085,16496750.0760195,0.0917633716612094,64092.0,274720993.52777,3633.715,158151113.66147,0.15135804971150413,0.0008776424438199264,0.00016790620852979998
2024-01-01 20:15:00+00:00,32689.0,51168472.7941374,683.86053,29858866.6278925,0.167080625916729,86937.0,420521654.74397,5767.726,252075367.58547,0.19886985481850306,0.0011065276636528188,0.0002288852198333302
2024-01-01 20:30:00+00:00,19227.0,25695728.2460769,290.27571,12667026.4358849,-0.01407531130635764,44215.0,190218934.41911,2128.516,92998950.24384,-0.02219039836554748,0.0011650079087768123,5.8480245124670205e-05
2024-01-01 20:45:00+00:00,18161.0,23198465.9461413,306.1,13384772.3495822,0.15393598703094824,44155.0,228638585.13011,3195.506,139967300.89851,0.2243541554358346,0.00156270528046049,0.00039769737168349195
2024-01-01 21:00:00+00:00,18128.0,26851503.3940731,306.69728,13422000.2200584,-0.00027942398033309335,42690.0,195094900.72426,2115.923,92743995.56292,-0.049242238329940013,0.0014967782270350978,-6.592705342534089e-05
2024-01-01 21:15:00+00:00,13555.0,19154053.9030154,223.62317,9777333.4048084,0.020915306421808166,27769.0,100050704.7174,1208.05,52893617.888,0.05733623840834712,0.0012922594462615492,-0.00020451878077487606
2024-01-01 21:30:00+00:00,11226.0,15865191.8935573,148.10991,6474515.1210913,-0.1838087853547442,25641.0,106169351.2925,952.06,41661376.2679,-0.21519015119303964,0.0011572425954835613,-0.00013501685077876857
2024-01-01 21:45:00+00:00,15006.0,20362317.0689473,224.22461,9766841.1919182,-0.04069451832545001,34894.0,173000046.73329,1473.355,64261291.351,-0.25709509836063693,0.0012948174873283862,0.0001375748918448494
2024-01-01 22:00:00+00:00,9207.0,11900069.169383,141.32413,6154975.5786976,0.034443664333209334,22999.0,81077503.2226,1079.572,47076740.3685,0.1612775060240772,0.0013881030203869201,9.328553305998355e-05
2024-01-01 22:15:00+00:00,9515.0,12269866.2924972,111.48443,4857398.901941,-0.20823930984297523,21368.0,78032570.5003,781.624,34101055.0615,-0.12597893820840123,0.0012012821702769214,-0.00018682085011079153
2024-01-01 22:30:00+00:00,16016.0,18291173.5410243,217.10544,9432225.2721772,0.031341728951634895,33451.0,128995305.35034,1436.431,62485293.3449,-0.031200504930076423,0.0013172491401748393,0.00011596696989712996
2024-01-01 22:45:00+00:00,7618.0,6990030.4134617,61.37502,2669678.5922895,-0.23614678781708343,13319.0,44355224.7567,558.137,24310323.6677,0.09616505388253493,0.0013326885774852823,1.543943731086017e-05
2024-01-01 23:00:00+00:00,6439.0,7003899.6856056,92.31471,4014285.2261603,0.14630003465368047,11490.0,37473676.0075,538.199,23435513.8504,0.25077208041771004,0.0012390686279083868,-9.361994957579611e-05
2024-01-01 23:15:00+00:00,20562.0,27425244.047052,289.83898,12651578.1083507,-0.07737717216699513,40921.0,181449018.84391,2371.609,103634346.44271,0.14229712679637663,0.0013712757562583011,0.00013220712834893789
2024-01-01 23:30:00+00:00,38931.0,49757977.3295906,709.01987,31107462.8753502,0.2503507797070714,83368.0,420385519.84213,6071.907,266732039.84673,0.26898776126683677,0.001572076114588599,0.0002008003583320317
2024-01-01 23:45:00+00:00,31857.0,41085150.7232608,557.19465,24532724.0047685,0.1942379946474937,70026.0,313856617.43932,3659.253,161372279.72462,0.02831847893612882,0.0012474956213925914,-0.0003245804931975016
2024-01-02 00:00:00+00:00,23446.0,34439600.4679881,507.07487,22376885.6959088,0.2994857891402254,48250.0,209862828.18195,2687.074,118735782.70345,0.1315561095984723,0.0011458013520308792,-0.000101694269361019
2024-01-02 00:15:00+00:00,69537.0,95629605.0064729,1492.74556,66272499.5379433,0.38602474690672417,151950.0,775664376.33897,10146.021,451353684.66077,0.16378603537550052,0.0025602369195690654,0.0014144355675380638
2024-01-02 00:30:00+00:00,83251.0,89218188.5764637,1117.47762,49916814.6149488,0.11898292066685512,157327.0,780606136.49685,8181.448,366352952.56597,-0.06136286806541558,0.0015592036192174131,-0.001001033300351395
2024-01-02 00:45:00+00:00,34080.0,44784328.1038827,535.7911,23931573.121202,0.06874766841158375,63849.0,285499397.72124,3296.204,147457711.96194,0.032980896904846624,0.0014696783527621672,-8.952526645522596e-05
2024-01-02 01:00:00+00:00,65403.0,82290184.6979219,1193.21676,53622331.6719747,0.30324975861498693,143462.0,815855523.06773,10398.369,468541067.81835,0.14858833352398126,0.0027439237569876727,0.0012742454042253826
2024-01-02 01:15:00+00:00,55162.0,97639984.786317,1128.03881,50900067.2539624,0.04260702959665741,170672.0,826609399.92411,8823.252,399167167.35688,-0.03420607751732063,0.0021470551077579212,-0.00059686864922881
2024-01-02 01:30:00+00:00,25009.0,41117056.88932,524.66628,23583277.9431564,0.14712869681497387,59306.0,245701357.78548,3013.5,135701912.85137,0.1046085709453044,0.0016069790723655607,-0.000540076035393966
2024-01-02 01:45:00+00:00,22485.0,29267870.0069987,305.68827,13722014.4442636,-0.06231547147214245,51550.0,236753207.09149,2216.438,99606818.322,-0.1585599236802877,0.0015980389851410774,-8.940087223408e-06
2024-01-02 02:00:00+00:00,23755.0,29867834.2658962,336.34754,15062985.0871872,0.008642605492589883,47025.0,212500609.85065,2183.89,97968804.55869,-0.07794330917408121,0.0015669022898614185,-3.113669528076457e-05
2024-01-02 02:15:00+00:00,18594.0,25335268.4756733,291.20228,13087094.3962267,0.03311274627247873,37498.0,189739690.6947,2070.393,93172262.9963,-0.01789380329265422,0.0012137928602008088,-0.00035310942966049197
2024-01-02 02:30:00+00:00,21021.0,36716756.8284275,442.63402,19928171.5220696,0.08550826616802154,41010.0,182654586.84563,2036.186,91766876.68434,0.004813273721907763,0.001491348914440074,0.00027755605423962493
2024-01-02 02:45:00+00:00,23300.0,43486020.3419919,603.70379,27293790.1831107,0.2552903194388052,51310.0,224953561.80214,2756.47,124727087.24794,0.10891409096820515,0.0007801392618665928,-0.0007112096525734302
2024-01-02 03:00:00+00:00,21623.0,30539291.6154003,348.09539,15759009.9543783,0.03204816620116846,50086.0,240871395.2349,2670.856,121051267.555,0.0051111916958814785,0.0009039751731676725,0.00012383591130138427
2024-01-02 03:15:00+00:00,24276.0,33608183.6361883,363.02268,16434146.4734707,-0.022015194193660714,66294.0,341569209.31356,3394.249,153954332.75099,-0.09854677439815618,0.000785319102462122,-0.00011865607070582485
2024-01-02 03:30:00+00:00,15770.0,27635009.6247818,332.43249,15050341.3289258,0.08922280348542744,38714.0,152790392.4934,1521.597,68956876.1327,-0.09736633295606356,0.000818127130172589,3.280802770966318e-05
2024-01-02 03:45:00+00:00,17515.0,27857200.7478147,338.21996,15350178.657634,0.10206181852914042,50616.0,201028749.6371,2334.617,106119619.1424,0.05576559903962641,0.000897258470288566,7.913134011694467e-05
2024-01-02 04:00:00+00:00,18016.0,32974332.893597,388.70588,17641924.0530305,0.07003978579085857,42663.0,161217617.21921,1427.05,64814729.352,-0.19593490500643684,0.0007182065665515986,-0.00017905190373745938
2024-01-02 04:15:00+00:00,20726.0,34757234.8509153,426.676,19355567.1592463,0.11375759563546461,46124.0,198842801.31283,2078.4,94301784.1872,-0.051494109270373345,0.0006409049532721181,-7.730161327934582e-05
2024-01-02 04:30:00+00:00,16417.0,18614584.9655569,192.45421,8722106.5586071,-0.06287391583042401,28396.0,92932720.9944,942.714,42757896.1996,-0.07980965709211207,0.000849023778382685,0.00020811882511218016
2024-01-02 04:45:00+00:00,18563.0,28004274.3969377,252.71383,11437684.0111502,-0.18314726894684885,34218.0,124974354.256,1053.262,47703141.7611,-0.23659310672037692,0.0006894264605447396,-0.0001595973178396548
2024-01-02 05:00:00+00:00,16706.0,21362162.2583057,224.47283,10148300.3534922,-0.04988079101903664,32660.0,96603028.3166,989.391,44757234.2949,-0.07337823513739594,0.0007058186073761304,1.6392146831023524e-05
2024-01-02 05:15:00+00:00,17207.0,22742824.0895507,284.57104,12869936.3768106,0.1317799694650721,34364.0,130139077.81717,1659.462,75104738.61973,0.15422269589528326,0.0006618279930075215,-4.3990614368993874e-05
2024-01-02 05:30:00+00:00,13530.0,20257692.4343632,205.88201,9317895.4770066,-0.08006348628330273,20549.0,67686660.1617,598.132,27098198.1726,-0.1993046160686971,0.0007336947068239615,7.186671381731458e-05
2024-01-02 05:45:00+00:00,11335.0,12313206.8710645,139.56997,6315739.8239667,0.0258480816737372,17802.0,53920709.8358,509.806,23090535.008,-0.14353742455113894,0.0006934732605307665,-4.022144629267643e-05
2024-01-02 06:00:00+00:00,14456.0,17849119.8143424,191.70581,8670717.1564772,-0.0284431673196599,26862.0,107274085.92778,1026.005,46426339.8129,-0.13443513572969434,0.0008566592055886781,0.0001631859450572648
2024-01-02 06:15:00+00:00,11588.0,15862508.9324141,203.08631,9176435.5178943,0.15699673450052987,22905.0,86990302.6141,976.088,44148335.0197,0.015017391433792548,0.0008833405604566829,2.6681354867719165e-05
2024-01-02 06:30:00+00:00,10186.0,11105226.9794421,124.92177,5651105.3856408,0.017737934776493658,16969.0,55933981.97333,570.432,25825828.43753,-0.07656034752383378,0.0007334293894917281,-0.00014991117096485596
2024-01-02 06:45:00+00:00,10960.0,13350857.2620513,141.22026,6389216.5786084,-0.04287545687883032,17037.0,50940981.0233,499.211,22608181.5463,-0.11237745751464034,0.0006797556672634303,-5.3673722227642884e-05
2024-01-02 07:00:00+00:00,11408.0,22569816.0978163,223.47616,10117600.3502838,-0.10343971732559143,18066.0,64679685.6646,541.568,24529569.6895,-0.2415062182986044,0.0007557680229474828,7.601235568266418e-05
2024-01-02 07:15:00+00:00,16747.0,25544370.8063176,334.63492,15153013.5751295,0.18640726679256292,29182.0,130201097.29007,1719.32,77961295.64837,0.19755205249435082,0.0008333664516596712,7.759842871379874e-05
2024-01-02 07:30:00+00:00,37100.0,46649565.1353727,568.0912,25844128.0438377,0.10801153103315952,83235.0,464174687.56255,5562.039,253579837.17792,0.09260519357272701,0.000912451953456052,7.908550179536178e-05
2024-01-02 07:45:00+00:00,26913.0,35469431.8956516,318.37582,14450188.8357577,-0.1852032545506188,51965.0,253233776.29294,2586.63,117516963.95143,-0.07186975077537239,0.00104675592090082,0.00013430396744595896
2024-01-02 08:00:00+00:00,18905.0,33719808.2286142,320.73145,14587890.0989835,-0.13475841854851356,31499.0,137382788.1348,1169.728,53254568.5303,-0.22472721287259623,0.0008789345777207296,-0.00016782134318127362
